AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHomeCategory,Education,EducationField,EmployeeEngagementScore,EmployeeId,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceSatisfactionIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Millennials,0,Travel_Rarely,213,Research & Development,Short Distance,Bachelor,Medical,Better,516,Junior,Male,49,Senior Supervisor,Research Director,Married,11691,25995,0,No,11,High,0,3,9,3,7
Gen Y,0,Travel_Frequently,1001,Research & Development,Short Distance,Doctor,Medical,Better,517,Junior,Male,72,Junior Supervisor,Laboratory Technician,Divorced,5679,19627,3,Yes,13,High,1,3,7,4,7
Millennials,0,Travel_Frequently,561,Research & Development,Short Distance,Bachelor,Life Sciences,Good,518,Junior,Female,33,Staff,Research Scientist,Single,4084,4156,1,No,12,Medium,0,2,2,7,7
Gen Z,0,Travel_Rarely,1275,Research & Development,Long Distance,College,Medical,Better,519,Junior,Female,64,Junior Supervisor,Research Scientist,Married,5775,11934,1,No,13,Very High,2,2,8,1,9
Millennials,0,Travel_Frequently,880,Sales,Medium Distance,Master,Other,Better,520,Junior,Male,36,Junior Supervisor,Sales Executive,Single,4581,10414,3,Yes,24,High,0,2,9,6,7
Millennials,1,Travel_Rarely,1218,Sales,Short Distance,Master,Life Sciences,Better,521,Junior,Male,82,Staff,Sales Representative,Single,3407,6986,7,No,23,Medium,0,4,3,0,3
Gen X,0,Travel_Rarely,607,Research & Development,Short Distance,Doctor,Technical Degree,Good,522,Junior,Female,78,Senior Supervisor,Manufacturing Director,Married,10169,14618,0,No,16,High,1,4,7,1,9
Gen X,0,Travel_Rarely,157,Research & Development,Short Distance,Bachelor,Medical,Better,523,Junior,Female,77,Junior Supervisor,Manufacturing Director,Single,4440,25198,6,Yes,19,Medium,0,3,2,1,4
Millennials,0,Travel_Rarely,676,Research & Development,Short Distance,Master,Life Sciences,Good,524,Mid-level,Male,86,Staff,Laboratory Technician,Single,2018,21831,3,No,14,Medium,0,3,4,1,0
Gen Z,0,Travel_Rarely,1055,Research & Development,Short Distance,Master,Life Sciences,Better,525,Junior,Female,47,Junior Supervisor,Manufacturing Director,Married,4227,4658,0,No,18,Medium,1,2,2,2,2
Gen Y,0,Travel_Rarely,469,Research & Development,Short Distance,College,Medical,Better,526,Junior,Male,35,Junior Manager,Manager,Married,17665,14399,0,No,17,High,1,3,6,13,7
Millennials,1,Travel_Rarely,660,Research & Development,Medium Distance,Bachelor,Other,Good,527,Mid-level,Male,81,Junior Supervisor,Laboratory Technician,Divorced,4834,7858,7,No,14,Medium,1,3,0,0,0
Gen Z,0,Travel_Rarely,1329,Research & Development,Short Distance,Bachelor,Life Sciences,Better,528,Junior,Male,82,Junior Supervisor,Healthcare Representative,Divorced,6623,4204,1,Yes,11,High,2,2,0,1,0
Millennials,0,Travel_Rarely,482,Research & Development,Short Distance,Bachelor,Other,Better,529,Junior,Male,36,Senior Supervisor,Manufacturing Director,Married,9434,9606,1,No,15,High,1,2,7,7,8
Millennials,0,Travel_Rarely,1259,Research & Development,Short Distance,Master,Life Sciences,Better,530,Junior,Male,95,Staff,Laboratory Technician,Single,1393,24852,1,No,12,Medium,0,2,0,0,0
Millennials,0,Travel_Rarely,1416,Research & Development,Short Distance,College,Medical,Better,531,Junior,Male,49,Senior Manager,Research Director,Divorced,19436,5949,0,No,19,Medium,1,5,7,3,9
Gen X,1,Travel_Rarely,286,Research & Development,Short Distance,Master,Life Sciences,Better,532,Mid-level,Male,31,Senior Manager,Research Director,Single,19246,25761,7,Yes,12,High,0,2,15,13,8
Millennials,0,Travel_Frequently,594,Research & Development,Short Distance,College,Medical,Good,533,Junior,Female,75,Staff,Laboratory Technician,Married,2468,15963,4,No,14,Medium,1,4,1,0,5
Millennials,0,Travel_Rarely,1308,Research & Development,Medium Distance,Bachelor,Medical,Better,534,Junior,Male,44,Senior Manager,Research Director,Single,19626,17544,1,No,14,Medium,0,2,7,4,9
Millennials,0,Travel_Rarely,397,Research & Development,Short Distance,College,Medical,Better,535,Junior,Female,54,Senior Supervisor,Manufacturing Director,Married,7756,14199,3,Yes,19,High,1,6,4,0,2
Gen Z,0,Travel_Rarely,1339,Sales,Short Distance,Bachelor,Life Sciences,Better,536,Junior,Female,41,Senior Supervisor,Sales Executive,Married,9419,8053,2,No,12,High,1,2,9,7,4
Millennials,1,Travel_Rarely,118,Sales,Medium Distance,Bachelor,Marketing,Better,537,Junior,Female,69,Junior Supervisor,Sales Executive,Single,5324,26507,5,No,15,Low,0,3,2,0,2
Millennials,0,Travel_Rarely,819,Research & Development,Medium Distance,Doctor,Life Sciences,Better,538,Junior,Male,48,Junior Supervisor,Research Scientist,Married,5208,26312,1,No,11,Medium,0,2,15,1,10
Millennials,0,Non-Travel,979,Research & Development,Short Distance,Master,Medical,Good,539,Junior,Male,90,Junior Supervisor,Manufacturing Director,Married,4345,4381,0,No,12,High,1,2,4,1,4
Gen Z,0,Non-Travel,879,Research & Development,Short Distance,College,Medical,Better,540,Junior,Female,72,Junior Supervisor,Manufacturing Director,Single,4695,12858,7,Yes,18,High,0,3,4,1,7
Millennials,0,Travel_Rarely,964,Sales,Short Distance,College,Life Sciences,Good,541,Mid-level,Male,34,Junior Supervisor,Sales Executive,Single,6735,12147,6,No,15,Low,0,2,0,0,0
Gen Y,0,Travel_Rarely,548,Research & Development,Short Distance,Master,Life Sciences,Better,542,Junior,Male,94,Staff,Laboratory Technician,Divorced,2289,20520,1,No,20,Medium,2,2,3,0,4
Gen X,0,Travel_Rarely,1324,Research & Development,Short Distance,Bachelor,Medical,Better,543,Senior,Female,81,Staff,Laboratory Technician,Married,2670,9964,4,Yes,20,Low,3,3,0,0,0
Gen Y,1,Travel_Frequently,1475,Research & Development,Long Distance,College,Life Sciences,Better,544,Senior,Male,97,Junior Supervisor,Laboratory Technician,Single,4284,22710,3,No,20,Low,0,2,3,1,3
Millennials,0,Travel_Rarely,516,Research & Development,Short Distance,Doctor,Life Sciences,Better,545,Senior,Male,69,Junior Supervisor,Healthcare Representative,Single,6388,22049,2,Yes,17,Medium,0,6,0,0,0
Gen Z,0,Travel_Rarely,736,Sales,Long Distance,Bachelor,Life Sciences,Good,546,Junior,Male,48,Junior Supervisor,Sales Executive,Married,4724,24232,1,No,11,Medium,1,0,3,0,4
Millennials,0,Travel_Rarely,325,Research & Development,Short Distance,Master,Technical Degree,Better,547,Junior,Female,63,Senior Supervisor,Healthcare Representative,Married,7094,5747,3,No,12,Medium,0,0,7,1,7
Gen Y,0,Travel_Rarely,410,Sales,Long Distance,Bachelor,Marketing,Good,548,Senior,Male,39,Senior Supervisor,Sales Executive,Divorced,10854,16586,4,Yes,13,Medium,1,3,2,2,0
Gen Z,1,Travel_Rarely,103,Research & Development,Long Distance,Bachelor,Life Sciences,Good,549,Junior,Male,50,Staff,Laboratory Technician,Single,2028,12947,5,Yes,14,Medium,0,4,2,0,3
Gen Z,1,Travel_Frequently,575,Research & Development,Short Distance,Below College,Technical Degree,Better,550,Junior,Male,73,Staff,Research Scientist,Single,3102,6582,0,No,22,Medium,0,2,4,0,4
Millennials,0,Non-Travel,1188,Sales,Medium Distance,College,Marketing,Good,551,Junior,Female,45,Junior Supervisor,Sales Executive,Married,6932,24406,1,No,13,High,1,2,8,0,0
Millennials,0,Non-Travel,1094,Sales,Long Distance,Bachelor,Other,Good,552,Senior,Male,58,Senior Supervisor,Sales Executive,Divorced,10932,11373,3,No,15,Medium,1,2,0,0,1
Gen Z,0,Travel_Rarely,1134,Research & Development,Medium Distance,Master,Technical Degree,Better,553,Junior,Female,37,Staff,Laboratory Technician,Married,2811,12086,9,No,14,Medium,1,2,2,2,2
Gen Y,0,Travel_Frequently,1115,Research & Development,Short Distance,Bachelor,Life Sciences,Good,554,Senior,Female,73,Senior Manager,Research Director,Married,18172,9755,3,Yes,19,Low,0,1,3,0,7
Millennials,0,Travel_Rarely,977,Research & Development,Short Distance,Bachelor,Medical,Good,555,Junior,Male,45,Junior Supervisor,Research Scientist,Divorced,5470,25518,0,No,13,High,2,4,5,1,6
Millennials,1,Travel_Rarely,1277,Research & Development,Medium Distance,Below College,Medical,Better,556,Mid-level,Male,56,Senior Supervisor,Manager,Married,13610,24619,7,Yes,12,High,0,2,6,7,7
Gen Y,0,Travel_Frequently,1034,Research & Development,Medium Distance,Below College,Medical,Good,557,Expert,Female,86,Senior Supervisor,Healthcare Representative,Married,10527,8984,5,No,11,Medium,0,3,2,1,2
Millennials,1,Travel_Rarely,1017,Research & Development,Long Distance,Bachelor,Medical,Better,558,Junior,Male,55,Staff,Research Scientist,Single,2313,2993,4,Yes,20,Low,0,0,2,2,2
Millennials,0,Travel_Rarely,397,Research & Development,Short Distance,Master,Medical,Better,559,Senior,Male,30,Senior Supervisor,Research Director,Single,13664,25258,4,No,13,Low,0,3,2,0,2
Gen Z,0,Travel_Rarely,977,Research & Development,Short Distance,Bachelor,Technical Degree,Better,560,Junior,Male,45,Staff,Research Scientist,Married,2073,12826,2,No,16,High,1,2,2,2,2
Gen Z,0,Travel_Rarely,775,Sales,Long Distance,College,Medical,Better,561,Mid-level,Male,45,Junior Supervisor,Sales Executive,Divorced,4306,4267,5,No,12,Low,2,5,0,0,0
Gen Z,0,Travel_Rarely,977,Research & Development,Short Distance,Below College,Other,Good,562,Junior,Male,57,Staff,Laboratory Technician,Divorced,3977,7298,6,Yes,19,High,1,2,2,0,2
Gen Y,0,Travel_Rarely,854,Sales,Short Distance,Master,Medical,Good,563,Expert,Female,68,Senior Manager,Manager,Divorced,19517,24118,3,No,11,High,1,3,0,0,6
Millennials,0,Travel_Rarely,1245,Sales,Medium Distance,Bachelor,Life Sciences,Better,564,Junior,Male,80,Junior Supervisor,Sales Executive,Married,9924,12355,0,No,11,High,1,3,8,7,7
Gen X,1,Travel_Rarely,601,Research & Development,Short Distance,Master,Medical,Good,565,Expert,Female,53,Senior Supervisor,Manufacturing Director,Married,10008,12023,7,Yes,14,Medium,0,0,9,5,9
Millennials,0,Travel_Rarely,329,Research & Development,Short Distance,College,Life Sciences,Good,566,Junior,Male,98,Staff,Laboratory Technician,Married,2218,16193,1,No,12,Medium,1,3,2,3,2
Gen Z,0,Travel_Frequently,921,Research & Development,Short Distance,Below College,Medical,Good,567,Junior,Female,66,Staff,Research Scientist,Divorced,2007,25265,1,No,13,Medium,2,5,3,1,3
Gen Z,1,Travel_Frequently,464,Research & Development,Short Distance,Bachelor,Technical Degree,Better,568,Junior,Male,40,Staff,Research Scientist,Single,2285,3427,9,Yes,23,High,0,4,0,0,0
Gen X,0,Travel_Rarely,310,Research & Development,Short Distance,College,Technical Degree,Good,569,Junior,Male,72,Staff,Laboratory Technician,Married,2339,3666,8,No,11,High,1,4,9,9,8
Millennials,0,Travel_Frequently,430,Sales,Short Distance,Bachelor,Medical,Better,570,Junior,Male,54,Junior Supervisor,Sales Executive,Married,4373,17456,0,No,14,Medium,2,2,3,0,3
Gen Y,0,Travel_Rarely,261,Research & Development,Long Distance,College,Medical,Better,571,Junior,Female,66,Junior Supervisor,Healthcare Representative,Married,8926,10842,4,No,22,High,1,2,7,3,7
Gen X,0,Travel_Rarely,1089,Sales,Short Distance,College,Technical Degree,Good,572,Mid-level,Male,66,Senior Supervisor,Manager,Married,11904,11038,3,Yes,14,High,1,1,4,0,4
Gen Y,0,Travel_Rarely,1385,Research & Development,Medium Distance,College,Medical,Better,573,Junior,Male,79,Junior Manager,Healthcare Representative,Married,13496,7501,0,Yes,14,High,0,2,7,4,10
Gen Z,0,Travel_Frequently,574,Research & Development,Medium Distance,Below College,Medical,Better,574,Junior,Male,40,Staff,Laboratory Technician,Married,3812,7003,1,No,13,High,0,3,8,3,10
Millennials,0,Travel_Rarely,801,Sales,Short Distance,Master,Marketing,Better,575,Junior,Female,48,Senior Supervisor,Sales Executive,Married,10422,24032,1,No,19,High,2,3,10,5,7
Gen X,0,Travel_Rarely,1272,Research & Development,Short Distance,Bachelor,Technical Degree,Good,576,Senior,Female,37,Senior Supervisor,Healthcare Representative,Divorced,10552,9255,2,Yes,13,High,1,3,0,0,4
Gen Z,0,Travel_Rarely,440,Research & Development,Long Distance,Bachelor,Medical,Good,577,Junior,Male,42,Staff,Research Scientist,Married,2713,6672,1,No,11,High,1,2,2,0,2
Gen Z,0,Travel_Rarely,852,Sales,Short Distance,Bachelor,Marketing,Good,578,Junior,Male,72,Junior Supervisor,Sales Executive,Married,6578,2706,1,No,18,Medium,1,3,3,1,4
Gen Y,0,Travel_Frequently,1211,Sales,Short Distance,Master,Marketing,Better,579,Junior,Male,98,Junior Supervisor,Sales Executive,Single,5772,20445,4,Yes,21,Medium,0,4,6,0,8
Millennials,1,Travel_Frequently,1060,Sales,Short Distance,Bachelor,Life Sciences,Better,580,Junior,Female,54,Staff,Sales Representative,Single,2302,8319,1,Yes,11,Medium,0,2,2,2,2
Millennials,1,Travel_Rarely,202,Research & Development,Short Distance,Bachelor,Life Sciences,Better,581,Junior,Female,34,Staff,Research Scientist,Single,1261,22262,1,No,12,Medium,0,3,0,0,0
Gen Z,0,Travel_Rarely,1256,Research & Development,Medium Distance,Below College,Medical,Better,582,Junior,Male,80,Staff,Research Scientist,Married,2323,11992,1,No,24,Medium,2,6,2,2,2
Gen Z,0,Non-Travel,1123,Research & Development,Medium Distance,College,Medical,Better,583,Junior,Male,96,Staff,Laboratory Technician,Divorced,2935,7324,1,Yes,13,High,2,2,0,0,0
Millennials,0,Travel_Rarely,852,Research & Development,Short Distance,Master,Life Sciences,Better,584,Junior,Female,82,Staff,Research Scientist,Married,3419,13072,9,Yes,14,Medium,1,3,1,0,0
Gen Y,0,Travel_Frequently,185,Research & Development,Short Distance,Master,Life Sciences,Better,585,Junior,Female,33,Staff,Laboratory Technician,Single,2455,10675,0,No,19,Medium,0,5,7,1,7
Millennials,1,Travel_Frequently,130,Research & Development,Long Distance,Master,Life Sciences,Good,586,Junior,Female,96,Staff,Research Scientist,Divorced,2022,16612,1,Yes,19,Medium,1,3,2,7,8
Gen X,0,Travel_Frequently,1499,Sales,Long Distance,Bachelor,Marketing,Better,587,Junior,Female,80,Senior Supervisor,Sales Executive,Married,10266,2845,4,No,19,Medium,0,5,13,13,11
Millennials,0,Travel_Rarely,131,Sales,Short Distance,Bachelor,Marketing,Better,588,Junior,Female,86,Junior Supervisor,Sales Executive,Single,4538,6039,0,Yes,12,Medium,0,3,2,0,2
Millennials,1,Travel_Rarely,1122,Research & Development,Short Distance,Bachelor,Medical,Good,589,Mid-level,Male,70,Staff,Laboratory Technician,Married,2404,4303,7,Yes,21,High,0,2,2,2,2
Millennials,0,Travel_Rarely,770,Sales,Short Distance,Master,Marketing,Good,590,Junior,Male,73,Senior Supervisor,Sales Executive,Divorced,8740,5569,0,Yes,14,Medium,2,2,7,2,7
Millennials,0,Travel_Rarely,1154,Sales,Short Distance,College,Life Sciences,Better,591,Junior,Male,54,Staff,Sales Representative,Married,3067,6393,0,No,19,Medium,1,1,2,1,2
Gen Y,0,Travel_Rarely,574,Research & Development,Medium Distance,Bachelor,Life Sciences,Better,592,Junior,Male,30,Senior Supervisor,Healthcare Representative,Married,7510,16873,1,No,17,Medium,1,1,9,0,9
Millennials,1,Travel_Rarely,587,Research & Development,Short Distance,Below College,Medical,Good,593,Junior,Male,38,Staff,Laboratory Technician,Divorced,3408,6705,7,No,13,Medium,3,2,3,1,3
Gen Z,0,Travel_Rarely,891,Sales,Short Distance,College,Life Sciences,Good,594,Junior,Female,99,Junior Supervisor,Sales Executive,Single,4487,12090,1,Yes,11,Medium,0,3,4,1,3
Gen Y,0,Travel_Rarely,1495,Research & Development,Short Distance,Master,Technical Degree,Good,595,Senior,Male,96,Junior Supervisor,Healthcare Representative,Married,6651,21534,2,No,14,Medium,1,0,2,1,2
Millennials,0,Non-Travel,1313,Research & Development,Short Distance,College,Medical,Good,596,Junior,Male,59,Staff,Laboratory Technician,Divorced,2008,20439,1,No,12,Medium,3,2,1,0,0
Gen Y,0,Travel_Rarely,788,Human Resources,Long Distance,Master,Medical,Better,597,Junior,Male,36,Staff,Human Resources,Single,2177,8318,1,No,16,Low,0,3,3,0,4
Gen Y,0,Travel_Rarely,982,Research & Development,Medium Distance,Bachelor,Life Sciences,Good,598,Junior,Male,59,Junior Manager,Research Director,Divorced,14336,4345,1,No,11,Medium,1,3,10,3,9
Millennials,0,Travel_Frequently,829,Research & Development,Medium Distance,Bachelor,Medical,Good,599,Junior,Male,71,Junior Manager,Research Director,Divorced,17007,11929,7,No,14,Medium,2,3,8,6,9
Millennials,0,Travel_Rarely,670,Research & Development,Short Distance,Master,Medical,Better,600,Junior,Female,51,Junior Supervisor,Healthcare Representative,Single,6142,4223,3,Yes,16,Medium,0,4,2,0,4
Millennials,0,Travel_Rarely,1333,Sales,Short Distance,Master,Life Sciences,Better,601,Junior,Female,87,Staff,Sales Representative,Married,2220,18410,1,Yes,19,High,1,2,1,0,0
Gen Z,0,Travel_Rarely,310,Research & Development,Short Distance,Below College,Medical,Better,602,Junior,Male,79,Staff,Research Scientist,Single,3505,19630,1,No,18,Medium,0,3,2,0,2
Millennials,0,Travel_Rarely,571,Research & Development,Short Distance,Below College,Life Sciences,Good,603,Junior,Female,82,Staff,Research Scientist,Divorced,2782,19905,0,Yes,13,Medium,2,3,3,4,3
Millennials,0,Travel_Rarely,384,Sales,Short Distance,Master,Life Sciences,Good,604,Junior,Female,72,Staff,Sales Representative,Married,2572,20317,1,No,16,Medium,1,1,2,0,2
Millennials,1,Travel_Rarely,530,Sales,Short Distance,Below College,Life Sciences,Good,605,Junior,Male,51,Senior Supervisor,Sales Executive,Married,10325,5518,1,Yes,11,Medium,1,6,7,3,7
Gen Z,0,Travel_Rarely,1309,Research & Development,Long Distance,Below College,Life Sciences,Good,606,Junior,Male,83,Staff,Research Scientist,Divorced,2904,16092,1,No,12,High,2,2,2,0,2
Gen Z,0,Travel_Rarely,883,Sales,Long Distance,Below College,Medical,Better,607,Junior,Female,32,Junior Supervisor,Sales Executive,Single,6180,22807,1,No,23,High,0,5,5,1,4
Millennials,0,Travel_Rarely,611,Sales,Short Distance,Master,Medical,Good,608,Junior,Male,88,Senior Manager,Manager,Single,19833,4349,1,No,14,Medium,0,3,8,12,8
Gen Y,0,Non-Travel,1344,Research & Development,Short Distance,Bachelor,Medical,Better,609,Junior,Male,37,Staff,Research Scientist,Divorced,2089,5228,4,No,14,Very High,3,3,4,2,2
Gen Y,1,Travel_Rarely,1085,Research & Development,Short Distance,Master,Life Sciences,Good,610,Junior,Female,57,Staff,Laboratory Technician,Divorced,2778,17725,4,Yes,13,High,1,1,7,1,0
Gen Z,0,Travel_Rarely,1356,Sales,Short Distance,Master,Life Sciences,Better,611,Junior,Male,57,Junior Supervisor,Sales Executive,Single,4950,20623,0,No,14,High,0,4,3,1,1
Millennials,0,Travel_Rarely,479,Research & Development,Short Distance,Master,Medical,Good,612,Junior,Male,35,Staff,Research Scientist,Single,2972,22061,1,No,13,Medium,0,4,0,0,0
Gen X,0,Travel_Rarely,1490,Research & Development,Short Distance,College,Life Sciences,Good,613,Expert,Female,30,Junior Manager,Manager,Married,16555,10310,2,No,13,Very High,0,2,2,1,4
Millennials,0,Travel_Frequently,541,Sales,Short Distance,Master,Medical,Good,614,Junior,Male,48,Senior Supervisor,Sales Executive,Married,9699,7246,4,No,11,Medium,1,2,9,1,12
Gen Y,0,Travel_Rarely,556,Research & Development,Long Distance,College,Life Sciences,Good,615,Junior,Female,93,Junior Supervisor,Manufacturing Director,Married,5906,23888,0,No,13,High,2,2,8,3,8
Gen Z,0,Travel_Frequently,289,Research & Development,Short Distance,College,Medical,Good,616,Mid-level,Male,38,Staff,Laboratory Technician,Single,2561,5355,7,No,11,Medium,0,2,0,0,0
